序号,登记号,试验状态,药物名称,适应症,试验题目,申办者,机构名称,所在城市,所在省份,主要研究者
1032,CTR20170252,已完成,富马酸替诺福韦二吡呋酯片,本品可与其他抗逆转录药物一起用于治疗成人HIV-1感染； 本品可用于治疗成人慢性乙型肝炎（HBV）感染。,富马酸替诺福韦二吡呋酯片在健康受试者中的生物等效性,湖南千金湘江药业股份有限公司,上海市公共卫生临床中心,上海,上海,朱同玉
1031,CTR20170253,进行中,利伐沙班片,用于择期髋关节或膝关节置换手术成年患者，以预防静脉血栓形成（VTE）。,利伐沙班片生物等效性研究,成都百裕制药股份有限公司,海南医学院第一附属医院国家药物临床试验机构,海口,海南,张胜军
1034,CTR20170247,已完成,阿莫西林胶囊,阿莫西林适用于敏感菌（不产β-内酰胺酶菌株）所致的下列感染： ① 溶血链球菌、肺炎链球菌、葡萄球菌或流感嗜血杆菌所致中耳炎、鼻窦炎、咽炎、扁桃体炎等上呼吸道感染。 ②  大肠埃希菌、奇异变形杆菌或粪肠球菌所致的泌尿生殖道感染。 ③  溶血链球菌、葡萄球菌或大肠埃希菌所致的皮肤软组织感染。 ④  溶血链球菌、肺炎链球菌、葡萄球菌或流感嗜血杆菌所致急性支气管炎、肺炎等下呼吸道感染。 ⑤  急性单纯性淋病。 ⑥  本品尚可用于治疗伤寒、伤寒带菌者及钩端螺旋体病；阿莫西林亦可与克拉霉素、兰索拉唑三联用药根除胃及十二指肠幽门螺杆菌，降低消化道溃疡复发率。,阿莫西林胶囊临床试验研究,石药集团中诺药业（石家庄）有限公司,上海市公共卫生临床中心I期临床试验研究室,上海市,上海市,卢洪洲
1035,CTR20170241,已完成,富马酸喹硫平片,用于治疗精神分裂症和双相情感障碍的狂躁发作,富马酸喹硫平片人体生物等效性试验,湖南洞庭药业股份有限公司,首都医科大学附属北京安定医院,北京,北京,王传跃
1036,CTR20170237,已完成,草酸艾司西酞普兰片,治疗抑郁症。治疗伴有或不伴有广场恐怖症的惊恐障碍。,草酸艾司西酞普兰片人体生物等效性研究,山东京卫制药有限公司,中国人民解放军沈阳军区总医院,沈阳市,辽宁省,唐云彪
1037,CTR20170234,已完成,盐酸美金刚片,治疗中重度至重度阿尔茨海默型痴呆,盐酸美金刚片（规格：10mg）人体生物等效性研究,湖南洞庭药业股份有限公司,中南大学湘雅二医院,长沙,湖南,向大雄
1038,CTR20170231,已完成,利培酮口崩片,用于治疗精神分裂症,利培酮口崩片餐后生物等效性研究,齐鲁制药有限公司,济南市中心医院,济南市,山东省,温清
1039,CTR20170230,已完成,利培酮口崩片,用于治疗精神分裂症,利培酮口崩片空腹生物等效性研究,齐鲁制药有限公司,济南市中心医院,济南市,山东省,温清
1040,CTR20170223,进行中,奥氮平口崩片,精神分裂症；中、重度躁狂发作；预防双相情感障碍的复发。,奥氮平口崩片空腹状态下人体生物等效性试验,浙江华海药业股份有限公司,中国人民解放军第三〇二医院,北京市,北京市,魏振满
1041,CTR20170222,进行中,拉米夫定片,伴有丙氨酸氨基转移酶升高和病毒活动复制的、肝功能代偿的成年慢性乙型肝炎。,拉米夫定片生物等效性研究,湖南千金湘江药业股份有限公司,中南大学湘雅医院Ι期临床试验研究中心,长沙市,湖南省,徐平声
1042,CTR20170220,已完成,奥氮平盐酸氟西汀胶囊,本品含有一种非典型抗精神病药物奥氮平和选择性5-HT再摄取抑制剂氟西汀，用于以下疾病急性期治疗：Ⅰ型双相情感障碍抑郁症发作和顽固性抑郁症。,奥氮平盐酸氟西汀胶囊健康人体生物等效性试验,江苏长泰药业有限公司,天津中医药大学第一附属医院,天津市,天津市,胡思源
1043,CTR20170213,进行中,缬沙坦氨氯地平片,原发性高血压（单药治疗不能充分控制血压的患者）,缬沙坦氨氯地平片生物利用度试验,昆药集团股份有限公司,上海市徐汇区中心医院国家药物临床试验机构,上海,上海,余琛
1045,CTR20170210,进行中,司替戊醇干混悬剂,司替戊醇与丙戊酸和氯巴占联合用于丙戊酸钠和氯巴占不能有效控制的婴儿期严重肌阵挛性癫痫综合症（SMEI，Dravet综合征）的治疗；,司替戊醇干混悬剂人体生物等效性研究,石家庄四药有限公司 | 石家庄智时医药科技有限公司,首都医科大学附属北京地坛医院,北京市,北京,李昂
1044,CTR20170212,已完成,富马酸替诺福韦二吡呋酯片,(1)HIV-1感染；(2)慢性乙型肝炎,富马酸替诺福韦二吡呋酯片人体生物等效性试验,上海汇伦江苏药业有限公司,上海市公共卫生临床中心,上海市,上海市,卢洪洲
1048,CTR20170204,进行中,恩替卡韦分散片,适用于病毒复制活跃，血清转氨酶ALT持续升高或肝脏组织学显示有活动性病变的慢性成人乙型肝炎的治疗,评价我公司恩替卡韦分散片与博路定是否生物等效,正大天晴药业集团股份有限公司,吉林大学第一医院,长春,吉林,丁艳华
1046,CTR20170209,进行中,头孢羟氨苄片,敏感细菌所致的尿路感染、皮肤软组织感染以及急性扁桃体炎、急性咽炎、中耳炎和肺部感染等,头孢羟氨苄片人体生物等效性试验,石药集团欧意药业有限公司,兰州大学第二医院,兰州市,甘肃省,邱雯
1047,CTR20170207,已完成,格列吡嗪片,适用于经饮食控制及体育锻炼2～3个月疗效不满意的轻、中度2型糖尿病患者，这类糖尿病患者的胰岛β细胞需有一定的分泌胰岛素功能，且无急性并发症（如感染、创伤、酮症酸中毒、高渗性昏迷等），不合并妊娠，无严重的慢性并发症。,美吡达BE试验,海南赞邦制药有限公司,首都医科大学附属北京佑安医院 国家药物临床试验机构办公室,北京,北京,王美霞
1049,CTR20170203,进行中,头孢呋辛酯片,适用于溶血性链球菌、金黄色葡萄球菌及流感嗜血杆菌、大肠埃希菌、肺炎克雷伯菌、奇异变形杆菌等肠杆菌科细菌敏感菌株所致成人急性咽炎或扁桃体炎、急性中耳炎、上颌窦炎、慢性支气管炎急性发作、急性支气管炎、单纯性尿路感染、皮肤软组织感染及无并发症淋病奈瑟菌性尿道炎和宫颈炎。儿童咽炎或扁桃体炎、急性中耳炎及脓疱病等。,头孢呋辛酯片生物等效性试验,珠海联邦制药股份有限公司中山分公司,南昌大学第一附属医院国家药物临床试验机构,南昌市,江西省,王共先，医学硕士；魏筱华，药学学士
1050,CTR20170201,已完成,卡托普利片,1.高血压。2.心力衰竭。,卡托普利片人体生物等效性试验,石药集团欧意药业有限公司,兰州大学第二医院药物临床试验机构,兰州,甘肃,邱雯
1051,CTR20170200,已完成,奥氮平口崩片,用于治疗精神分裂症,奥氮平口崩片餐后状态下人体生物等效性研究,齐鲁制药有限公司,南京市第一医院,南京市,江苏省,樊宏伟
1052,CTR20170199,已完成,甲苯磺酸索拉非尼片,1、治疗无法手术或远处转移的肝细胞癌。2、治疗不能手术的晚期肾细胞癌。,甲苯磺酸索拉非尼片的生物等效性试验,重庆药友制药有限责任公司,海南医学院第一附属医院国家药物临床试验机构,海口,海南,张胜军
1053,CTR20170197,主动暂停,富马酸替诺福韦二吡呋酯片,1、HIV-1感染 2、慢性乙型肝炎,富马酸替诺福韦二吡呋酯片餐后状态下的生物等效性研究,重庆药友制药有限责任公司,军事医学科学院附属医院药物临床试验机构,北京,北京,曲恒燕
1054,CTR20170193,已完成,盐酸曲美他嗪缓释片,用于在成年人中作为附加疗法对一线抗心绞痛疗法控制不佳或无法耐受的稳定型心绞痛患者进行对症治疗。,盐酸曲美他嗪缓释片的人体生物等效性研究,齐鲁制药有限公司,济南市中心医院,济南市,山东省,温清
1055,CTR20170187,已完成,异丙托溴铵气雾剂,本品适用于预防和治疗与慢性阻塞性气道疾病相关的呼吸困难：慢性阻塞性支气管炎伴或不伴有肺气肿；轻到中度支气管哮喘。,异丙托溴铵气雾剂人体生物等效性试验,深圳太太药业有限公司,无锡市人民医院药物临床试验机构,无锡市,江苏省,贺晴
1056,CTR20170185,已完成,替格瑞洛片,用于急性冠脉综合征（不稳定性心绞痛、非ST段抬高心肌梗死或ST段抬高心肌梗死）,替格瑞洛片人体生物等效性试验,南京正大天晴制药有限公司,无锡市人民医院,无锡,江苏,贺晴
1057,CTR20170179,进行中,阿莫西林胶囊,阿莫西林适用于敏感菌(不产β内酰胺酶菌株)所致的下列感染： 1.溶血链球菌、肺炎链球菌、葡萄球菌或流感嗜血杆菌所致中耳炎、鼻窦炎、咽炎、扁桃体炎等上呼吸道感染。 2.大肠埃希菌、奇异变形杆菌或粪肠球菌所致的泌尿生殖道感染。 3.溶血链球菌、葡萄球菌或大肠埃希菌所致的皮肤软组织感染。 4.溶血链球菌、肺炎链球菌、葡萄球菌或流感嗜血杆菌所致急性支气管炎、肺炎等下呼吸道感染。 5.急性单纯性淋病。 6.本品尚可用于治疗伤寒、伤寒带菌者及钩端螺旋体病；阿莫西林亦可与克拉霉素、兰索拉唑三联用药根除胃、十二指肠幽门螺杆菌，降低消化道溃疡复发率。,阿莫西林胶囊的生物等效性研究,珠海联邦制药股份有限公司中山分公司,四川大学华西医院国家药物临床试验机构,成都市,四川省,南峰，徐楠
1060,CTR20170165,已完成,磷酸奥司他韦颗粒,用于成人和1岁及1岁以上儿童的甲型和乙型流感治疗（磷酸奥司他韦能够有效治疗甲型和乙型流感，但是乙型流感的临床应用数据尚不多）。,磷酸奥司他韦颗粒75 mg空腹及餐后生物等效性试验,宜昌东阳光长江药业股份有限公司,吉林大学第一医院Ⅰ期临床试验研究室,长春市,吉林省,丁艳华
1058,CTR20170171,已完成,瑞格列奈二甲双胍片,本品配合饮食控制和运动，用于改善成人 2 型糖尿病患者的血糖控制。 适用于已经使用格列奈类和盐酸二甲双胍联合治疗的患者，或使用格列奈类或盐酸二甲双 胍单药治疗而血糖控制不佳的患者。本品不适用于 1 型糖尿病患者或糖尿病酮症酸中毒的 治疗，因为它对这些情况并没有效果。,瑞格列奈二甲双胍片在健康志愿者人体生物等效性研究,陕西白鹿制药股份有限公司,首都医科大学宣武医院,北京市,北京,张兰
1061,CTR20170163,进行中,孟鲁司特钠片,哮喘、过敏性鼻炎,孟鲁司特钠片生物等效性试验,天津康鸿医药科技发展有限公司,天津中医药大学第二附属医院,天津市,天津,黄宇虹
1059,CTR20170166,已完成,利奈唑胺片,本品在临床上主要用于严重的革兰阳性菌感染，包括万古霉素耐药的屎肠球菌引起的感染，包括伴发的菌血症、由金黄色葡萄球菌（甲氧西林敏感或耐药的菌株）或肺炎链球菌（包括多耐药性的菌株[MDRSLP]*）引起的院内获得性肺炎、复杂性皮肤和软组织感染，包括未并发骨髓炎的糖尿病足部感染、非复杂性皮肤和皮肤软组织感染、社区获得性肺炎等。,评价受试和参比利奈唑胺片的生物等效性研究,浙江海正药业股份有限公司,吉林大学第一医院I期临床试验机构,长春,吉林,张国成
1062,CTR20170160,已完成,他达拉非片,治疗男性勃起功能障碍。,他达拉非片人体生物等效性试验,南京正大天晴制药有限公司,吉林大学第一医院,长春市,吉林省,丁艳华
1064,CTR20170150,已完成,阿哌沙班片,用于择期膝/髋关节置换术患者的VTE预防，预防静脉栓塞。,阿哌沙班片人体生物等效性试验,南京正大天晴制药有限公司,江苏省中医院,南京市,江苏省,刘芳
1063,CTR20170156,已完成,维格列汀片,治疗2型糖尿病,维格列汀片人体生物等效性研究,南京优科制药有限公司,皖南医学院弋矶山医院药物临床试验机构,芜湖,安徽,童九翠
1066,CTR20170144,主动暂停,孟鲁司特钠片,适用于15岁及15岁以上成人哮喘的预防和长期治疗，包括预防白天和夜间的哮喘症状，治疗对阿司匹林敏感的哮喘患者预防运动诱发的支气管收缩；另适用于减轻过敏性鼻炎引起的症状（15岁及15岁以上成人的季节性过敏性鼻炎和常年性过敏性鼻炎）。,孟鲁司特钠片空腹及餐后人体生物等效性研究,山东新时代药业有限公司,无锡市人民医院药物临床试验机构,无锡,江苏,贺晴
1065,CTR20170148,进行中,替格瑞洛片,本品用于急性冠脉综合征(不稳定性心绞痛、非ST段抬高心肌梗死或ST段抬高心肌梗死)患者，包括接受药物治疗和经皮冠状动脉介入(PCI)治疗的患者，降低血栓性心血管事件的发生率。,替格瑞洛片生物等效性试验,天津红日药业股份有限公司,航天中心医院,北京,北京,刘会臣，药学博士
1067,CTR20170142,进行中,缬沙坦氨氯地平片（I）,治疗原发性高血压。本品用于单药治疗不能充分控制血压的患者。,缬沙坦氨氯地平片（I）生物等效性试验,天津红日药业股份有限公司,上海市徐汇区中心医院,上海市,上海市,余琛
1071,CTR20170126,进行中,硫酸氨基葡萄糖胶囊,适用于治疗全身各个部位的骨关节炎，如膝关节、髋关节、腕关节、指掌关节、指指关节、脊柱、肩关节、踝关节和其他关节的骨关节炎，及全身型骨关节炎。,评估健康受试者口服硫酸氨基葡萄糖胶囊生物等效性研究,浙江海正药业股份有限公司,首都医科大学附属北京安贞医院一期临床试验研究室,北京,北京,林阳
